[main] DEBUG org.jboss.logging  - Logging Provider: org.jboss.logging.Log4jLoggerProvider
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Version select: select PRODUCT_ID from PRODUCT where PRODUCT_ID =?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Snapshot select: select productdto_.PRODUCT_ID, productdto_.PRODUCT_BARCODE as PRODUCT_2_1_, productdto_.PRODUC_TNAME as PRODUC_T3_1_, productdto_.PRODUCT_QUANTITY as PRODUCT_4_1_, productdto_.productCategory_CATEGORY_ID as productC5_1_, productdto_.storeName_STORE_ID as storeNam6_1_ from PRODUCT productdto_ where productdto_.PRODUCT_ID=?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Insert 0: insert into PRODUCT (PRODUCT_BARCODE, PRODUC_TNAME, PRODUCT_QUANTITY, productCategory_CATEGORY_ID, storeName_STORE_ID, PRODUCT_ID) values (?, ?, ?, ?, ?, ?)
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Update 0: update PRODUCT set PRODUCT_BARCODE=?, PRODUC_TNAME=?, PRODUCT_QUANTITY=?, productCategory_CATEGORY_ID=?, storeName_STORE_ID=? where PRODUCT_ID=?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Delete 0: delete from PRODUCT where PRODUCT_ID=?
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@502f8b57]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : barCode
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : numberOfItems
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : productCategory
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7fae4d4a]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : productCategory.name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@5ffc5491]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.storeLink
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.storetype
[main] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
[main] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
[main] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.de.groceryplanner.dto.ProductDto)
    - Returns
       - EntityReturnImpl(entity=com.de.groceryplanner.dto.ProductDto, querySpaceUid=<gen:0>, path=com.de.groceryplanner.dto.ProductDto)
          - EntityAttributeFetchImpl(entity=com.de.groceryplanner.dto.CategoryDto, querySpaceUid=<gen:1>, path=com.de.groceryplanner.dto.ProductDto.productCategory)
          - EntityAttributeFetchImpl(entity=com.de.groceryplanner.dto.StoreDto, querySpaceUid=<gen:2>, path=com.de.groceryplanner.dto.ProductDto.storeName)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.de.groceryplanner.dto.ProductDto)
          - SQL table alias mapping - productdto0_
          - alias suffix - 0_
          - suffixed key columns - {PRODUCT_1_1_0_}
          - JOIN (JoinDefinedByMetadata(productCategory)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=com.de.groceryplanner.dto.CategoryDto)
                - SQL table alias mapping - categorydt1_
                - alias suffix - 1_
                - suffixed key columns - {CATEGORY1_0_1_}
          - JOIN (JoinDefinedByMetadata(storeName)) : <gen:0> -> <gen:2>
             - EntityQuerySpaceImpl(uid=<gen:2>, entity=com.de.groceryplanner.dto.StoreDto)
                - SQL table alias mapping - storedto2_
                - alias suffix - 2_
                - suffixed key columns - {STORE_ID1_2_2_}

[main] DEBUG org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.de.groceryplanner.dto.ProductDto [NONE]: select productdto0_.PRODUCT_ID as PRODUCT_1_1_0_, productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_0_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_0_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_0_, productdto0_.productCategory_CATEGORY_ID as productC5_1_0_, productdto0_.storeName_STORE_ID as storeNam6_1_0_, categorydt1_.CATEGORY_ID as CATEGORY1_0_1_, categorydt1_.name as name2_0_1_, storedto2_.STORE_ID as STORE_ID1_2_2_, storedto2_.STORE_NAME as STORE_NA2_2_2_, storedto2_.STORE_WEBLINK as STORE_WE3_2_2_, storedto2_.storetype as storetyp4_2_2_ from PRODUCT productdto0_ left outer join CATEGORY categorydt1_ on productdto0_.productCategory_CATEGORY_ID=categorydt1_.CATEGORY_ID left outer join STORE storedto2_ on productdto0_.storeName_STORE_ID=storedto2_.STORE_ID where productdto0_.PRODUCT_ID=?
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@3bd55d8]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : barCode
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : numberOfItems
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : productCategory
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7e0b9178]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : productCategory.name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6f63c44f]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.name
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.storeLink
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : storeName.storetype
[main] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
[main] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
[main] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.de.groceryplanner.dto.ProductDto)
    - Returns
       - EntityReturnImpl(entity=com.de.groceryplanner.dto.ProductDto, querySpaceUid=<gen:0>, path=com.de.groceryplanner.dto.ProductDto)
          - EntityAttributeFetchImpl(entity=com.de.groceryplanner.dto.CategoryDto, querySpaceUid=<gen:1>, path=com.de.groceryplanner.dto.ProductDto.productCategory)
          - EntityAttributeFetchImpl(entity=com.de.groceryplanner.dto.StoreDto, querySpaceUid=<gen:2>, path=com.de.groceryplanner.dto.ProductDto.storeName)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.de.groceryplanner.dto.ProductDto)
          - SQL table alias mapping - productdto0_
          - alias suffix - 0_
          - suffixed key columns - {PRODUCT_1_1_0_}
          - JOIN (JoinDefinedByMetadata(productCategory)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=com.de.groceryplanner.dto.CategoryDto)
                - SQL table alias mapping - categorydt1_
                - alias suffix - 1_
                - suffixed key columns - {CATEGORY1_0_1_}
          - JOIN (JoinDefinedByMetadata(storeName)) : <gen:0> -> <gen:2>
             - EntityQuerySpaceImpl(uid=<gen:2>, entity=com.de.groceryplanner.dto.StoreDto)
                - SQL table alias mapping - storedto2_
                - alias suffix - 2_
                - suffixed key columns - {STORE_ID1_2_2_}

[main] DEBUG org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.de.groceryplanner.dto.ProductDto [READ]: select productdto0_.PRODUCT_ID as PRODUCT_1_1_0_, productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_0_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_0_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_0_, productdto0_.productCategory_CATEGORY_ID as productC5_1_0_, productdto0_.storeName_STORE_ID as storeNam6_1_0_, categorydt1_.CATEGORY_ID as CATEGORY1_0_1_, categorydt1_.name as name2_0_1_, storedto2_.STORE_ID as STORE_ID1_2_2_, storedto2_.STORE_NAME as STORE_NA2_2_2_, storedto2_.STORE_WEBLINK as STORE_WE3_2_2_, storedto2_.storetype as storetyp4_2_2_ from PRODUCT productdto0_ left outer join CATEGORY categorydt1_ on productdto0_.productCategory_CATEGORY_ID=categorydt1_.CATEGORY_ID left outer join STORE storedto2_ on productdto0_.storeName_STORE_ID=storedto2_.STORE_ID where productdto0_.PRODUCT_ID=?
[main] DEBUG org.hibernate.loader.Loader  - Static select for action ACTION_MERGE on entity com.de.groceryplanner.dto.ProductDto: select productdto0_.PRODUCT_ID as PRODUCT_1_1_2_, productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_2_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_2_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_2_, productdto0_.productCategory_CATEGORY_ID as productC5_1_2_, productdto0_.storeName_STORE_ID as storeNam6_1_2_, categorydt1_.CATEGORY_ID as CATEGORY1_0_0_, categorydt1_.name as name2_0_0_, storedto2_.STORE_ID as STORE_ID1_2_1_, storedto2_.STORE_NAME as STORE_NA2_2_1_, storedto2_.STORE_WEBLINK as STORE_WE3_2_1_, storedto2_.storetype as storetyp4_2_1_ from PRODUCT productdto0_ left outer join CATEGORY categorydt1_ on productdto0_.productCategory_CATEGORY_ID=categorydt1_.CATEGORY_ID left outer join STORE storedto2_ on productdto0_.storeName_STORE_ID=storedto2_.STORE_ID where productdto0_.PRODUCT_ID=?
[main] DEBUG org.hibernate.loader.Loader  - Static select for action ACTION_REFRESH on entity com.de.groceryplanner.dto.ProductDto: select productdto0_.PRODUCT_ID as PRODUCT_1_1_2_, productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_2_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_2_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_2_, productdto0_.productCategory_CATEGORY_ID as productC5_1_2_, productdto0_.storeName_STORE_ID as storeNam6_1_2_, categorydt1_.CATEGORY_ID as CATEGORY1_0_0_, categorydt1_.name as name2_0_0_, storedto2_.STORE_ID as STORE_ID1_2_1_, storedto2_.STORE_NAME as STORE_NA2_2_1_, storedto2_.STORE_WEBLINK as STORE_WE3_2_1_, storedto2_.storetype as storetyp4_2_1_ from PRODUCT productdto0_ left outer join CATEGORY categorydt1_ on productdto0_.productCategory_CATEGORY_ID=categorydt1_.CATEGORY_ID left outer join STORE storedto2_ on productdto0_.storeName_STORE_ID=storedto2_.STORE_ID where productdto0_.PRODUCT_ID=?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  - Static SQL for entity: com.de.groceryplanner.dto.CategoryDto
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Version select: select CATEGORY_ID from CATEGORY where CATEGORY_ID =?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Snapshot select: select categorydt_.CATEGORY_ID, categorydt_.name as name2_0_ from CATEGORY categorydt_ where categorydt_.CATEGORY_ID=?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Insert 0: insert into CATEGORY (name, CATEGORY_ID) values (?, ?)
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Update 0: update CATEGORY set name=? where CATEGORY_ID=?
[main] DEBUG org.hibernate.persister.entity.AbstractEntityPersister  -  Delete 0: delete from CATEGORY where CATEGORY_ID=?
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@5f5b5ca4]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : name
[main] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
[main] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
[main] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.de.groceryplanner.dto.CategoryDto)
    - Returns
       - EntityReturnImpl(entity=com.de.groceryplanner.dto.CategoryDto, querySpaceUid=<gen:0>, path=com.de.groceryplanner.dto.CategoryDto)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.de.groceryplanner.dto.CategoryDto)
          - SQL table alias mapping - categorydt0_
          - alias suffix - 0_
          - suffixed key columns - {CATEGORY1_0_0_}

[main] DEBUG org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.de.groceryplanner.dto.CategoryDto [NONE]: select categorydt0_.CATEGORY_ID as CATEGORY1_0_0_, categorydt0_.name as name2_0_0_ from CATEGORY categorydt0_ where categorydt0_.CATEGORY_ID=?
[main] DEBUG org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6b04acb2]
[main] DEBUG org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : name
[main] DEBUG org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
[main] DEBUG org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
[main] DEBUG org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.de.groceryplanner.dto.CategoryDto)
    - Returns
       - EntityReturnImpl(entity=com.de.groceryplanner.dto.CategoryDto, querySpaceUid=<gen:0>, path=com.de.groceryplanner.dto.CategoryDto)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.de.groceryplanner.dto.CategoryDto)
          - SQL table alias mapping - categorydt0_
          - alias suffix - 0_
          - suffixed key columns - {CATEGORY1_0_0_}

[main] DEBUG org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.de.groceryplanner.dto.CategoryDto [READ]: select categorydt0_.CATEGORY_ID as CATEGORY1_0_0_, categorydt0_.name as name2_0_0_ from CATEGORY categorydt0_ where categorydt0_.CATEGORY_ID=?
[main] DEBUG org.hibernate.loader.Loader  - Static select for action ACTION_MERGE on entity com.de.groceryplanner.dto.CategoryDto: select categorydt0_.CATEGORY_ID as CATEGORY1_0_0_, categorydt0_.name as name2_0_0_ from CATEGORY categorydt0_ where categorydt0_.CATEGORY_ID=?
[main] DEBUG org.hibernate.loader.Loader  - Static select for action ACTION_REFRESH on entity com.de.groceryplanner.dto.CategoryDto: select categorydt0_.CATEGORY_ID as CATEGORY1_0_0_, categorydt0_.name as name2_0_0_ from CATEGORY categorydt0_ where categorydt0_.CATEGORY_ID=?
[main] DEBUG org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.de.groceryplanner.dto.StoreType
[main] DEBUG org.hibernate.type.EnumType  - Using NAMED-based conversion for Enum com.de.groceryplanner.dto.StoreType
[main] INFO  org.hibernate.orm.connections.access  - HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@4b6ac111] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
[main] DEBUG org.hibernate.mapping.Table  - No alter strings for table : CATEGORY
[main] DEBUG org.hibernate.mapping.Table  - No alter strings for table : PRODUCT
[main] DEBUG org.hibernate.mapping.Table  - No alter strings for table : STORE
[main] DEBUG org.hibernate.query.spi.NamedQueryRepository  - Checking 0 named HQL queries
[main] DEBUG org.hibernate.query.spi.NamedQueryRepository  - Checking 0 named SQL queries
[main] DEBUG org.hibernate.internal.SessionFactoryRegistry  - Initializing SessionFactoryRegistry : org.hibernate.internal.SessionFactoryRegistry@732bb66d
[main] DEBUG org.hibernate.internal.SessionFactoryRegistry  - Registering SessionFactory: 6431df24-4c6f-40c6-be6a-c6852697fa9e (<unnamed>)
[main] DEBUG org.hibernate.internal.SessionFactoryRegistry  - Not binding SessionFactory to JNDI, no JNDI name configured
[main] DEBUG org.hibernate.stat.internal.StatisticsInitiator  - Statistics initialized [enabled=false]
[main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl  - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
[main] DEBUG org.hibernate.engine.transaction.internal.TransactionImpl  - begin
[main] DEBUG org.hibernate.SQL  - select productdto0_.PRODUCT_ID as PRODUCT_1_1_0_, productdto0_.PRODUCT_BARCODE as PRODUCT_2_1_0_, productdto0_.PRODUC_TNAME as PRODUC_T3_1_0_, productdto0_.PRODUCT_QUANTITY as PRODUCT_4_1_0_, productdto0_.productCategory_CATEGORY_ID as productC5_1_0_, productdto0_.storeName_STORE_ID as storeNam6_1_0_, categorydt1_.CATEGORY_ID as CATEGORY1_0_1_, categorydt1_.name as name2_0_1_, storedto2_.STORE_ID as STORE_ID1_2_2_, storedto2_.STORE_NAME as STORE_NA2_2_2_, storedto2_.STORE_WEBLINK as STORE_WE3_2_2_, storedto2_.storetype as storetyp4_2_2_ from PRODUCT productdto0_ left outer join CATEGORY categorydt1_ on productdto0_.productCategory_CATEGORY_ID=categorydt1_.CATEGORY_ID left outer join STORE storedto2_ on productdto0_.storeName_STORE_ID=storedto2_.STORE_ID where productdto0_.PRODUCT_ID=?
